batch_id,product_line,product_type,start_time,end_time,target_qty,produced_qty,defect_qty
BATCH000498,Line-B,Steel-Coil,2025-11-27T05:56:52.291Z,2025-11-27T11:56:52.291Z,790,813,57
BATCH000499,Line-D,Steel-Plate,2025-07-05T22:54:37.518Z,2025-07-06T00:54:37.518Z,987,1011,12
BATCH000500,Line-B,Aluminum-Sheet,2025-09-13T10:37:31.975Z,2025-09-13T15:37:31.975Z,330,335,9
BATCH000501,Line-C,Steel-Coil,2025-09-04T14:43:53.730Z,2025-09-04T21:43:53.730Z,970,1001,98
BATCH000502,Line-A,Steel-Plate,2025-10-26T08:39:01.286Z,2025-10-26T13:39:01.286Z,699,717,24
BATCH000503,Line-C,Steel-Plate,2025-11-01T02:28:18.693Z,2025-11-01T07:28:18.693Z,517,529,51
BATCH000504,Line-B,Steel-Coil,2025-12-30T13:37:13.167Z,2025-12-30T15:37:13.167Z,639,646,10
BATCH000505,Line-C,Aluminum-Sheet,2025-06-30T21:33:19.289Z,2025-07-01T05:33:19.289Z,531,517,20
BATCH000506,Line-A,Steel-Coil,2025-09-08T12:28:03.574Z,2025-09-08T16:28:03.574Z,452,473,14
BATCH000507,Line-A,Aluminum-Sheet,2025-08-08T19:12:34.731Z,2025-08-09T02:12:34.731Z,306,313,22
BATCH000508,Line-B,Steel-Plate,2026-01-28T00:37:52.395Z,2026-01-28T06:37:52.395Z,942,912,46
BATCH000509,Line-B,Steel-Coil,2025-06-20T22:38:42.973Z,2025-06-21T06:38:42.973Z,298,290,6
BATCH000510,Line-C,Steel-Coil,2025-07-07T23:46:08.440Z,2025-07-08T03:46:08.440Z,240,244,10
BATCH000511,Line-B,Steel-Coil,2025-10-20T07:37:42.021Z,2025-10-20T10:37:42.021Z,879,881,60
BATCH000512,Line-C,Copper-Wire,2026-01-12T13:46:03.464Z,2026-01-12T21:46:03.464Z,153,154,5
BATCH000513,Line-B,Copper-Wire,2025-11-09T19:51:04.636Z,2025-11-09T20:51:04.636Z,612,573,40
BATCH000514,Line-A,Aluminum-Sheet,2025-08-26T23:59:36.302Z,2025-08-27T07:59:36.302Z,588,564,37
BATCH000515,Line-D,Copper-Wire,2025-10-15T03:27:48.282Z,2025-10-15T04:27:48.282Z,889,895,87
BATCH000516,Line-D,Copper-Wire,2025-10-14T17:21:48.901Z,2025-10-14T20:21:48.901Z,438,402,24
BATCH000517,Line-D,Aluminum-Sheet,2025-07-31T10:05:12.568Z,2025-07-31T12:05:12.568Z,659,681,44
BATCH000518,Line-C,Copper-Wire,2025-09-23T05:50:52.158Z,2025-09-23T06:50:52.158Z,364,328,21
BATCH000519,Line-A,Copper-Wire,2026-01-01T11:09:20.321Z,2026-01-01T16:09:20.321Z,157,146,11
BATCH000520,Line-D,Steel-Coil,2025-12-24T13:30:28.463Z,2025-12-24T18:30:28.463Z,863,800,21
BATCH000521,Line-C,Copper-Wire,2026-02-03T00:47:21.803Z,2026-02-03T07:47:21.803Z,149,152,9
BATCH000522,Line-A,Steel-Plate,2025-09-03T14:47:37.111Z,2025-09-03T20:47:37.111Z,439,429,9
BATCH000523,Line-B,Aluminum-Sheet,2025-07-01T14:09:04.246Z,2025-07-01T18:09:04.246Z,874,895,85
BATCH000524,Line-B,Steel-Coil,2026-01-24T15:56:51.175Z,2026-01-24T16:56:51.175Z,325,305,29
BATCH000525,Line-D,Copper-Wire,2025-08-19T08:24:30.385Z,2025-08-19T14:24:30.385Z,926,907,14
BATCH000526,Line-B,Copper-Wire,2025-07-17T05:36:31.022Z,2025-07-17T07:36:31.022Z,960,924,65
BATCH000527,Line-D,Copper-Wire,2025-09-19T20:45:40.753Z,2025-09-20T03:45:40.753Z,740,743,29
BATCH000528,Line-A,Copper-Wire,2025-06-15T09:51:35.415Z,2025-06-15T12:51:35.415Z,220,215,15
BATCH000529,Line-A,Copper-Wire,2025-06-10T22:34:59.347Z,2025-06-11T03:34:59.347Z,136,135,2
BATCH000530,Line-A,Steel-Coil,2026-01-13T12:02:46.459Z,2026-01-13T14:02:46.459Z,913,854,42
BATCH000531,Line-B,Steel-Plate,2025-12-29T01:09:33.552Z,2025-12-29T07:09:33.552Z,445,464,36
BATCH000532,Line-B,Steel-Plate,2025-08-29T15:16:15.554Z,2025-08-29T21:16:15.554Z,152,158,4
BATCH000533,Line-D,Steel-Plate,2025-11-06T23:20:01.465Z,2025-11-07T07:20:01.465Z,449,462,21
BATCH000534,Line-A,Aluminum-Sheet,2025-07-16T10:06:01.650Z,2025-07-16T17:06:01.650Z,918,926,15
BATCH000535,Line-A,Steel-Plate,2025-08-12T23:20:26.570Z,2025-08-13T00:20:26.570Z,401,372,25
BATCH000536,Line-A,Steel-Coil,2025-10-10T08:35:20.952Z,2025-10-10T13:35:20.952Z,281,290,22
BATCH000537,Line-D,Aluminum-Sheet,2026-01-18T21:38:05.677Z,2026-01-18T22:38:05.677Z,307,279,4
BATCH000538,Line-A,Steel-Coil,2025-08-22T11:37:17.537Z,2025-08-22T14:37:17.537Z,792,764,12
BATCH000539,Line-A,Copper-Wire,2026-01-25T21:23:25.460Z,2026-01-26T02:23:25.460Z,458,468,31
BATCH000540,Line-B,Steel-Coil,2025-07-05T16:13:31.217Z,2025-07-05T17:13:31.217Z,295,272,20
BATCH000541,Line-A,Copper-Wire,2025-12-29T15:49:17.963Z,2025-12-29T21:49:17.963Z,590,600,36
BATCH000542,Line-C,Steel-Plate,2025-11-16T06:41:15.489Z,2025-11-16T13:41:15.489Z,989,893,28
BATCH000543,Line-C,Steel-Coil,2025-10-31T06:12:39.444Z,2025-10-31T10:12:39.444Z,699,679,17
BATCH000544,Line-D,Copper-Wire,2025-12-13T08:27:29.807Z,2025-12-13T09:27:29.807Z,109,111,10
BATCH000545,Line-C,Steel-Plate,2025-06-01T02:39:53.664Z,2025-06-01T04:39:53.664Z,192,183,14
BATCH000546,Line-B,Steel-Plate,2025-08-18T05:46:09.042Z,2025-08-18T10:46:09.042Z,237,228,21
BATCH000547,Line-D,Steel-Plate,2025-10-19T14:18:50.579Z,2025-10-19T17:18:50.579Z,965,1008,100
BATCH000548,Line-D,Steel-Coil,2025-11-25T18:06:04.920Z,2025-11-25T22:06:04.920Z,991,1036,21
BATCH000549,Line-B,Copper-Wire,2025-08-15T14:28:44.842Z,2025-08-15T21:28:44.842Z,912,934,74
BATCH000550,Line-C,Steel-Plate,2025-12-20T17:21:54.839Z,2025-12-20T22:21:54.839Z,944,952,50
BATCH000551,Line-D,Steel-Plate,2025-09-14T07:14:54.344Z,2025-09-14T11:14:54.344Z,631,592,22
BATCH000552,Line-D,Aluminum-Sheet,2026-01-29T20:32:55.517Z,2026-01-30T03:32:55.517Z,498,461,12
BATCH000553,Line-D,Steel-Plate,2025-11-02T02:33:02.015Z,2025-11-02T08:33:02.015Z,116,104,2
BATCH000554,Line-B,Steel-Plate,2025-11-17T13:39:11.179Z,2025-11-17T16:39:11.179Z,687,634,62
BATCH000555,Line-D,Steel-Plate,2025-09-12T19:50:31.382Z,2025-09-12T22:50:31.382Z,801,801,38
BATCH000556,Line-B,Copper-Wire,2025-09-03T05:42:48.692Z,2025-09-03T09:42:48.692Z,845,856,12
BATCH000557,Line-D,Copper-Wire,2025-07-17T17:20:44.883Z,2025-07-17T19:20:44.883Z,219,229,19
BATCH000558,Line-C,Aluminum-Sheet,2025-08-18T15:33:27.464Z,2025-08-18T21:33:27.464Z,367,340,6
BATCH000559,Line-A,Aluminum-Sheet,2025-11-23T18:55:32.099Z,2025-11-23T21:55:32.099Z,256,256,10
BATCH000560,Line-B,Steel-Coil,2025-07-13T09:57:19.382Z,2025-07-13T15:57:19.382Z,703,728,22
BATCH000561,Line-B,Copper-Wire,2025-10-04T07:05:53.151Z,2025-10-04T08:05:53.151Z,332,331,32
BATCH000562,Line-B,Steel-Plate,2026-02-12T03:34:25.994Z,2026-02-12T06:34:25.994Z,537,516,21
BATCH000563,Line-B,Aluminum-Sheet,2025-06-19T02:59:41.253Z,2025-06-19T04:59:41.253Z,978,1023,82
BATCH000564,Line-C,Aluminum-Sheet,2025-09-14T14:40:41.483Z,2025-09-14T16:40:41.483Z,815,820,21
BATCH000565,Line-D,Copper-Wire,2025-11-14T21:53:12.139Z,2025-11-15T05:53:12.139Z,275,252,17
BATCH000566,Line-C,Aluminum-Sheet,2025-06-25T22:19:40.872Z,2025-06-26T05:19:40.872Z,573,552,6
BATCH000567,Line-B,Copper-Wire,2025-06-30T17:39:47.048Z,2025-06-30T23:39:47.048Z,252,228,16
BATCH000568,Line-C,Aluminum-Sheet,2025-07-01T14:05:39.885Z,2025-07-01T18:05:39.885Z,565,537,39
BATCH000569,Line-A,Copper-Wire,2025-07-26T19:05:06.021Z,2025-07-27T00:05:06.021Z,598,539,35
BATCH000570,Line-C,Steel-Plate,2025-10-15T11:10:11.073Z,2025-10-15T15:10:11.073Z,543,546,7
BATCH000571,Line-D,Aluminum-Sheet,2025-10-28T14:23:23.536Z,2025-10-28T21:23:23.536Z,576,541,12
BATCH000572,Line-C,Aluminum-Sheet,2025-10-15T12:05:58.640Z,2025-10-15T16:05:58.640Z,224,226,19
BATCH000573,Line-B,Aluminum-Sheet,2025-10-23T02:14:29.844Z,2025-10-23T05:14:29.844Z,948,983,56
BATCH000574,Line-B,Copper-Wire,2025-09-15T07:02:48.794Z,2025-09-15T10:02:48.794Z,275,284,10
BATCH000575,Line-C,Copper-Wire,2025-10-13T10:28:22.438Z,2025-10-13T11:28:22.438Z,611,604,46
BATCH000576,Line-A,Copper-Wire,2026-01-31T02:50:16.522Z,2026-01-31T04:50:16.522Z,157,153,5
BATCH000577,Line-D,Copper-Wire,2026-01-01T06:21:48.979Z,2026-01-01T13:21:48.979Z,790,715,39
BATCH000578,Line-B,Steel-Plate,2025-10-23T14:04:02.534Z,2025-10-23T18:04:02.534Z,109,100,5
BATCH000579,Line-D,Steel-Coil,2025-10-26T21:33:39.687Z,2025-10-27T04:33:39.687Z,429,443,25
BATCH000580,Line-D,Aluminum-Sheet,2026-01-01T19:24:24.088Z,2026-01-02T01:24:24.088Z,964,939,42
BATCH000581,Line-D,Copper-Wire,2025-09-10T11:27:45.107Z,2025-09-10T12:27:45.107Z,628,585,14
BATCH000582,Line-D,Steel-Plate,2025-08-03T14:27:02.125Z,2025-08-03T15:27:02.125Z,476,433,13
BATCH000583,Line-B,Aluminum-Sheet,2026-02-05T03:45:43.906Z,2026-02-05T04:45:43.906Z,429,422,31
BATCH000584,Line-A,Aluminum-Sheet,2026-02-04T23:30:27.962Z,2026-02-05T03:30:27.962Z,238,227,20
BATCH000585,Line-A,Aluminum-Sheet,2025-10-20T16:09:36.469Z,2025-10-20T23:09:36.469Z,597,564,39
BATCH000586,Line-D,Aluminum-Sheet,2025-12-23T05:40:44.291Z,2025-12-23T06:40:44.291Z,255,253,4
BATCH000587,Line-A,Steel-Plate,2026-01-22T22:42:00.967Z,2026-01-23T04:42:00.967Z,237,225,4
BATCH000588,Line-A,Copper-Wire,2026-01-10T15:30:14.885Z,2026-01-10T20:30:14.885Z,547,526,23
BATCH000589,Line-D,Aluminum-Sheet,2025-07-30T15:46:59.280Z,2025-07-30T20:46:59.280Z,169,169,2
BATCH000590,Line-C,Steel-Coil,2025-11-23T08:55:01.881Z,2025-11-23T11:55:01.881Z,769,757,27
BATCH000591,Line-D,Aluminum-Sheet,2026-01-11T22:46:07.797Z,2026-01-12T06:46:07.797Z,632,657,13
BATCH000592,Line-D,Copper-Wire,2025-08-31T14:05:28.501Z,2025-08-31T20:05:28.501Z,795,725,31
BATCH000593,Line-B,Steel-Coil,2025-11-15T02:08:40.985Z,2025-11-15T10:08:40.985Z,302,271,21
BATCH000594,Line-D,Steel-Coil,2025-06-16T12:10:50.896Z,2025-06-16T15:10:50.896Z,842,873,11
BATCH000595,Line-A,Copper-Wire,2026-02-02T22:42:59.000Z,2026-02-03T03:42:59.000Z,343,334,27
BATCH000596,Line-A,Aluminum-Sheet,2025-06-27T21:13:29.209Z,2025-06-27T22:13:29.209Z,369,360,33
BATCH000597,Line-A,Copper-Wire,2025-12-21T08:05:36.339Z,2025-12-21T12:05:36.339Z,432,450,12
BATCH000598,Line-B,Copper-Wire,2025-08-03T15:10:34.700Z,2025-08-03T16:10:34.700Z,934,863,34
BATCH000599,Line-A,Steel-Plate,2025-11-05T13:32:49.686Z,2025-11-05T19:32:49.686Z,305,303,17
BATCH000600,Line-C,Steel-Plate,2025-09-29T16:05:35.524Z,2025-09-29T20:05:35.524Z,590,570,16
BATCH000601,Line-A,Copper-Wire,2026-02-02T09:07:39.570Z,2026-02-02T10:07:39.570Z,437,440,23
BATCH000602,Line-C,Steel-Coil,2025-10-28T09:20:26.277Z,2025-10-28T14:20:26.277Z,760,791,11
BATCH000603,Line-B,Steel-Plate,2026-01-24T11:17:51.553Z,2026-01-24T13:17:51.553Z,229,207,8
BATCH000604,Line-D,Steel-Coil,2025-09-11T15:22:12.868Z,2025-09-11T19:22:12.868Z,541,520,37
BATCH000605,Line-A,Copper-Wire,2025-06-10T21:05:05.711Z,2025-06-11T00:05:05.711Z,129,131,10
BATCH000606,Line-B,Aluminum-Sheet,2026-01-24T08:54:04.431Z,2026-01-24T11:54:04.431Z,309,290,14
BATCH000607,Line-C,Aluminum-Sheet,2025-07-24T08:45:58.200Z,2025-07-24T10:45:58.200Z,156,144,1
BATCH000608,Line-D,Aluminum-Sheet,2025-12-14T08:41:08.018Z,2025-12-14T15:41:08.018Z,795,801,77
BATCH000609,Line-C,Steel-Coil,2025-06-03T06:38:14.015Z,2025-06-03T13:38:14.015Z,593,616,26
BATCH000610,Line-B,Copper-Wire,2025-10-17T09:17:22.528Z,2025-10-17T13:17:22.528Z,696,663,31
BATCH000611,Line-B,Steel-Coil,2025-11-10T20:27:13.213Z,2025-11-11T00:27:13.213Z,485,450,9
BATCH000612,Line-B,Copper-Wire,2026-01-19T11:18:11.567Z,2026-01-19T19:18:11.567Z,887,876,52
BATCH000613,Line-B,Copper-Wire,2025-06-17T13:42:04.699Z,2025-06-17T18:42:04.699Z,617,631,51
BATCH000614,Line-D,Copper-Wire,2025-12-04T01:33:05.868Z,2025-12-04T02:33:05.868Z,681,714,45
BATCH000615,Line-B,Aluminum-Sheet,2026-01-13T09:49:14.604Z,2026-01-13T14:49:14.604Z,964,878,18
BATCH000616,Line-A,Copper-Wire,2025-08-06T17:30:00.071Z,2025-08-06T22:30:00.071Z,573,553,16
BATCH000617,Line-A,Aluminum-Sheet,2025-11-12T19:06:55.965Z,2025-11-12T20:06:55.965Z,424,429,13
BATCH000618,Line-D,Steel-Coil,2025-07-11T00:45:07.238Z,2025-07-11T07:45:07.238Z,944,895,61
BATCH000619,Line-A,Steel-Coil,2026-01-13T03:03:37.622Z,2026-01-13T10:03:37.622Z,878,809,24
BATCH000620,Line-B,Steel-Coil,2025-07-30T04:23:18.525Z,2025-07-30T08:23:18.525Z,941,883,44
BATCH000621,Line-B,Steel-Coil,2025-10-12T11:02:03.046Z,2025-10-12T13:02:03.046Z,597,591,43
BATCH000622,Line-D,Copper-Wire,2025-10-24T10:18:45.955Z,2025-10-24T11:18:45.955Z,167,170,10
BATCH000623,Line-D,Steel-Plate,2025-10-06T15:53:23.240Z,2025-10-06T22:53:23.240Z,563,526,10
BATCH000624,Line-B,Aluminum-Sheet,2026-01-30T06:55:42.689Z,2026-01-30T11:55:42.689Z,586,604,45
BATCH000625,Line-B,Steel-Plate,2025-10-30T05:10:29.246Z,2025-10-30T12:10:29.246Z,225,209,14
BATCH000626,Line-B,Aluminum-Sheet,2026-01-31T04:36:22.705Z,2026-01-31T07:36:22.705Z,779,758,19
BATCH000627,Line-A,Copper-Wire,2025-11-02T16:31:33.250Z,2025-11-02T22:31:33.250Z,562,572,33
BATCH000628,Line-A,Copper-Wire,2026-01-31T07:56:35.029Z,2026-01-31T12:56:35.029Z,443,423,37
BATCH000629,Line-B,Aluminum-Sheet,2026-01-08T13:55:31.784Z,2026-01-08T20:55:31.784Z,890,814,60
BATCH000630,Line-D,Steel-Coil,2025-07-15T06:45:18.799Z,2025-07-15T08:45:18.799Z,716,685,33
BATCH000631,Line-C,Steel-Coil,2025-11-05T23:38:11.962Z,2025-11-06T06:38:11.962Z,911,919,67
BATCH000632,Line-C,Copper-Wire,2025-10-04T23:43:28.612Z,2025-10-05T03:43:28.612Z,793,716,56
BATCH000633,Line-B,Steel-Coil,2025-08-21T00:11:58.688Z,2025-08-21T06:11:58.688Z,431,438,42
BATCH000634,Line-B,Steel-Plate,2025-11-24T12:02:30.616Z,2025-11-24T16:02:30.616Z,592,574,44
BATCH000635,Line-C,Steel-Plate,2025-07-29T15:17:01.758Z,2025-07-29T20:17:01.758Z,677,700,42
BATCH000636,Line-D,Aluminum-Sheet,2025-09-28T16:02:22.146Z,2025-09-29T00:02:22.146Z,109,107,4
BATCH000637,Line-C,Copper-Wire,2025-11-02T20:17:11.014Z,2025-11-03T01:17:11.014Z,540,516,43
BATCH000638,Line-D,Steel-Plate,2025-11-29T02:44:17.634Z,2025-11-29T03:44:17.634Z,197,205,17
BATCH000639,Line-D,Steel-Coil,2025-11-29T12:54:09.984Z,2025-11-29T17:54:09.984Z,332,333,8
BATCH000640,Line-A,Aluminum-Sheet,2025-11-27T05:00:13.149Z,2025-11-27T07:00:13.149Z,718,734,33
BATCH000641,Line-D,Copper-Wire,2025-11-24T04:14:29.036Z,2025-11-24T10:14:29.036Z,469,425,15
BATCH000642,Line-B,Steel-Coil,2026-01-30T23:15:20.773Z,2026-01-31T06:15:20.773Z,969,978,76
BATCH000643,Line-B,Copper-Wire,2025-11-05T19:06:15.540Z,2025-11-05T20:06:15.540Z,366,361,14
BATCH000644,Line-D,Steel-Plate,2025-08-31T16:25:33.797Z,2025-08-31T21:25:33.797Z,330,314,15
BATCH000645,Line-D,Steel-Plate,2025-07-12T13:31:36.149Z,2025-07-12T16:31:36.149Z,732,695,12
BATCH000646,Line-A,Steel-Coil,2025-06-19T16:03:33.469Z,2025-06-19T20:03:33.469Z,453,467,11
BATCH000647,Line-C,Copper-Wire,2026-01-09T16:23:26.306Z,2026-01-09T19:23:26.306Z,620,596,13
BATCH000648,Line-D,Steel-Plate,2025-11-02T01:18:55.991Z,2025-11-02T05:18:55.991Z,495,496,20
BATCH000649,Line-C,Aluminum-Sheet,2026-01-30T08:34:50.673Z,2026-01-30T11:34:50.673Z,567,585,9
BATCH000650,Line-D,Copper-Wire,2025-10-29T18:10:49.495Z,2025-10-30T00:10:49.495Z,516,526,51
BATCH000651,Line-A,Copper-Wire,2025-06-14T21:37:59.993Z,2025-06-14T23:37:59.993Z,174,172,1
BATCH000652,Line-A,Copper-Wire,2025-07-16T08:36:01.840Z,2025-07-16T16:36:01.840Z,658,643,55
BATCH000653,Line-C,Aluminum-Sheet,2025-12-29T21:57:54.689Z,2025-12-30T05:57:54.689Z,404,381,11
BATCH000654,Line-D,Steel-Plate,2025-12-01T04:40:14.855Z,2025-12-01T05:40:14.855Z,955,883,50
BATCH000655,Line-B,Steel-Coil,2025-10-09T06:25:14.025Z,2025-10-09T09:25:14.025Z,213,203,7
BATCH000656,Line-A,Copper-Wire,2025-10-12T19:49:08.442Z,2025-10-13T03:49:08.442Z,907,864,20
BATCH000657,Line-C,Copper-Wire,2025-08-29T07:12:29.255Z,2025-08-29T15:12:29.255Z,413,420,22
BATCH000658,Line-C,Aluminum-Sheet,2025-11-19T14:48:26.666Z,2025-11-19T15:48:26.666Z,332,305,24
BATCH000659,Line-C,Steel-Plate,2025-11-28T17:05:30.327Z,2025-11-28T20:05:30.327Z,260,243,12
BATCH000660,Line-D,Aluminum-Sheet,2026-02-11T11:45:02.273Z,2026-02-11T18:45:02.273Z,502,526,7
BATCH000661,Line-B,Steel-Coil,2025-12-23T16:51:24.852Z,2025-12-23T23:51:24.852Z,263,255,21
BATCH000662,Line-A,Copper-Wire,2025-06-25T20:51:26.600Z,2025-06-26T03:51:26.600Z,161,153,6
BATCH000663,Line-D,Aluminum-Sheet,2025-08-06T06:39:36.579Z,2025-08-06T08:39:36.579Z,597,586,40
BATCH000664,Line-A,Steel-Coil,2026-01-10T09:20:19.043Z,2026-01-10T17:20:19.043Z,389,405,10
BATCH000665,Line-D,Copper-Wire,2026-01-01T04:11:18.610Z,2026-01-01T12:11:18.610Z,815,816,58
BATCH000666,Line-A,Aluminum-Sheet,2025-09-25T03:11:01.519Z,2025-09-25T08:11:01.519Z,192,192,6
BATCH000667,Line-C,Aluminum-Sheet,2026-01-28T09:04:12.639Z,2026-01-28T17:04:12.639Z,932,948,81
BATCH000668,Line-C,Copper-Wire,2026-01-11T12:45:25.527Z,2026-01-11T14:45:25.527Z,152,142,11
BATCH000669,Line-D,Aluminum-Sheet,2026-01-21T17:44:36.253Z,2026-01-21T23:44:36.253Z,927,838,37
BATCH000670,Line-B,Copper-Wire,2026-01-13T11:36:40.756Z,2026-01-13T19:36:40.756Z,947,940,44
BATCH000671,Line-D,Aluminum-Sheet,2025-10-20T02:11:45.715Z,2025-10-20T05:11:45.715Z,590,590,56
BATCH000672,Line-A,Steel-Plate,2026-02-01T11:35:18.658Z,2026-02-01T15:35:18.658Z,805,775,71
BATCH000673,Line-A,Steel-Coil,2026-01-16T18:08:34.063Z,2026-01-16T20:08:34.063Z,681,704,33
BATCH000674,Line-D,Steel-Coil,2025-08-01T18:19:19.128Z,2025-08-01T19:19:19.128Z,282,268,18
BATCH000675,Line-D,Steel-Coil,2026-01-31T08:52:03.126Z,2026-01-31T10:52:03.126Z,663,671,41
BATCH000676,Line-B,Aluminum-Sheet,2025-06-24T10:22:04.126Z,2025-06-24T11:22:04.126Z,327,316,7
BATCH000677,Line-B,Aluminum-Sheet,2025-08-08T11:10:36.183Z,2025-08-08T17:10:36.183Z,809,746,54
BATCH000678,Line-B,Copper-Wire,2025-12-27T07:09:39.849Z,2025-12-27T14:09:39.849Z,233,242,11
BATCH000679,Line-A,Steel-Plate,2025-09-16T15:06:51.346Z,2025-09-16T22:06:51.346Z,630,642,32
BATCH000680,Line-C,Aluminum-Sheet,2025-09-20T13:24:54.762Z,2025-09-20T18:24:54.762Z,524,514,38
BATCH000681,Line-C,Steel-Coil,2026-01-31T10:38:26.132Z,2026-01-31T18:38:26.132Z,781,804,24
BATCH000682,Line-C,Steel-Plate,2025-08-14T04:52:10.771Z,2025-08-14T09:52:10.771Z,448,413,7
BATCH000683,Line-C,Steel-Coil,2025-12-29T11:50:01.619Z,2025-12-29T14:50:01.619Z,194,199,5
BATCH000684,Line-A,Copper-Wire,2025-08-12T13:22:34.843Z,2025-08-12T15:22:34.843Z,863,853,46
BATCH000685,Line-D,Steel-Coil,2025-11-03T23:22:26.344Z,2025-11-04T02:22:26.344Z,543,496,18
BATCH000686,Line-A,Aluminum-Sheet,2026-02-04T21:14:24.855Z,2026-02-05T02:14:24.855Z,328,322,10
BATCH000687,Line-A,Aluminum-Sheet,2026-02-14T19:48:33.495Z,2026-02-14T21:48:33.495Z,451,453,31
BATCH000688,Line-A,Steel-Plate,2025-07-26T03:19:49.912Z,2025-07-26T04:19:49.912Z,703,687,25
BATCH000689,Line-A,Steel-Plate,2025-12-05T06:35:03.613Z,2025-12-05T09:35:03.613Z,697,662,41
BATCH000690,Line-C,Copper-Wire,2025-08-30T04:33:27.263Z,2025-08-30T12:33:27.263Z,211,199,18
BATCH000691,Line-C,Steel-Coil,2026-01-31T15:21:15.143Z,2026-01-31T19:21:15.143Z,282,274,14
BATCH000692,Line-D,Aluminum-Sheet,2025-12-09T10:53:22.086Z,2025-12-09T11:53:22.086Z,997,1042,40
BATCH000693,Line-C,Steel-Plate,2025-12-16T10:40:29.315Z,2025-12-16T16:40:29.315Z,922,895,64
BATCH000694,Line-A,Steel-Plate,2025-12-21T18:57:06.380Z,2025-12-21T22:57:06.380Z,274,278,9
BATCH000695,Line-C,Aluminum-Sheet,2025-10-29T04:10:14.464Z,2025-10-29T08:10:14.464Z,981,909,23
BATCH000696,Line-A,Copper-Wire,2025-10-30T20:55:39.299Z,2025-10-31T01:55:39.299Z,875,849,40
BATCH000697,Line-D,Copper-Wire,2025-12-11T23:54:55.500Z,2025-12-12T07:54:55.500Z,574,575,34
BATCH000698,Line-A,Aluminum-Sheet,2025-07-01T04:11:27.428Z,2025-07-01T12:11:27.428Z,116,107,9
BATCH000699,Line-C,Copper-Wire,2025-06-04T04:41:45.457Z,2025-06-04T09:41:45.457Z,133,137,9
BATCH000700,Line-D,Copper-Wire,2025-10-10T20:53:35.991Z,2025-10-11T00:53:35.991Z,405,382,13
BATCH000701,Line-C,Copper-Wire,2025-08-04T14:11:30.431Z,2025-08-04T20:11:30.431Z,311,296,16
BATCH000702,Line-D,Steel-Plate,2025-09-21T03:59:05.550Z,2025-09-21T07:59:05.550Z,291,271,4
BATCH000703,Line-A,Aluminum-Sheet,2026-02-08T07:51:34.869Z,2026-02-08T09:51:34.869Z,618,597,33
BATCH000704,Line-A,Steel-Plate,2025-08-21T06:32:09.730Z,2025-08-21T12:32:09.730Z,629,614,12
BATCH000705,Line-C,Steel-Coil,2025-10-19T00:17:32.202Z,2025-10-19T03:17:32.202Z,847,836,64
BATCH000706,Line-A,Steel-Coil,2025-12-28T08:58:32.937Z,2025-12-28T15:58:32.937Z,296,283,18
BATCH000707,Line-D,Steel-Plate,2025-11-09T11:11:54.339Z,2025-11-09T15:11:54.339Z,945,984,72
BATCH000708,Line-A,Copper-Wire,2025-09-25T03:35:52.628Z,2025-09-25T11:35:52.628Z,353,359,12
BATCH000709,Line-D,Copper-Wire,2025-07-15T05:35:30.031Z,2025-07-15T08:35:30.031Z,793,832,69
BATCH000710,Line-A,Copper-Wire,2025-09-21T18:07:30.061Z,2025-09-21T22:07:30.061Z,658,679,19
BATCH000711,Line-C,Steel-Coil,2025-06-12T20:43:07.617Z,2025-06-13T04:43:07.617Z,852,871,37
BATCH000712,Line-D,Aluminum-Sheet,2026-01-25T15:11:20.734Z,2026-01-25T16:11:20.734Z,925,940,23
BATCH000713,Line-C,Copper-Wire,2025-12-24T01:36:41.824Z,2025-12-24T09:36:41.824Z,494,446,28
BATCH000714,Line-A,Steel-Coil,2025-11-11T18:50:33.525Z,2025-11-11T23:50:33.525Z,833,792,21
BATCH000715,Line-C,Copper-Wire,2026-02-04T18:41:05.450Z,2026-02-04T23:41:05.450Z,971,883,39
BATCH000716,Line-A,Aluminum-Sheet,2025-09-01T23:28:56.427Z,2025-09-02T03:28:56.427Z,744,706,66
BATCH000717,Line-B,Steel-Coil,2025-10-30T06:17:53.692Z,2025-10-30T12:17:53.692Z,704,668,10
BATCH000718,Line-A,Aluminum-Sheet,2025-12-24T19:37:12.504Z,2025-12-25T00:37:12.504Z,369,340,14
BATCH000719,Line-C,Steel-Coil,2025-07-25T21:58:23.539Z,2025-07-25T22:58:23.539Z,413,387,29
BATCH000720,Line-D,Steel-Plate,2025-08-31T22:16:12.243Z,2025-09-01T05:16:12.243Z,713,667,51
BATCH000721,Line-A,Copper-Wire,2025-06-28T02:03:31.628Z,2025-06-28T04:03:31.628Z,373,373,36
BATCH000722,Line-B,Steel-Plate,2026-01-17T12:25:42.961Z,2026-01-17T18:25:42.961Z,560,522,27
BATCH000723,Line-B,Copper-Wire,2025-08-24T18:52:19.011Z,2025-08-24T23:52:19.011Z,798,799,77
BATCH000724,Line-C,Aluminum-Sheet,2025-08-11T10:17:52.321Z,2025-08-11T16:17:52.321Z,440,432,38
BATCH000725,Line-C,Copper-Wire,2025-06-04T01:52:41.727Z,2025-06-04T04:52:41.727Z,472,434,40
BATCH000726,Line-B,Aluminum-Sheet,2025-10-13T05:56:57.606Z,2025-10-13T08:56:57.606Z,351,329,7
